NEIGHBOURHOOD,YEAR,MONTH_avg,DAY_avg,HOUR_avg
Hastings-Sunrise,2006,6.958241758241758,15.553846153846154,14.984615384615385
Hastings-Sunrise,2007,6.54054054054054,14.35945945945946,14.1
Hastings-Sunrise,2008,7.242774566473988,14.910404624277456,14.96242774566474
Hastings-Sunrise,2009,6.911032028469751,15.256227758007118,14.811387900355871
Hastings-Sunrise,2010,7.39,15.153333333333334,13.71
Hastings-Sunrise,2011,7.15,14.93,14.713333333333333
Hastings-Sunrise,2012,6.6871165644171775,15.450920245398773,14.411042944785276
Hastings-Sunrise,2013,7.0,15.56175298804781,14.115537848605578
Hastings-Sunrise,2014,6.728260869565218,16.467391304347824,14.326086956521738
Hastings-Sunrise,2015,7.0933014354066986,15.303827751196172,15.191387559808613
Hastings-Sunrise,2016,6.445977011494253,15.22528735632184,14.26206896551724
Hastings-Sunrise,2017,6.933333333333334,15.144086021505377,14.888172043010753
Kensington-Cedar Cottage,2003,6.555360281195079,16.428822495606326,14.987697715289983
Kensington-Cedar Cottage,2004,7.308626974483596,15.194410692588093,15.083839611178615
Kensington-Cedar Cottage,2005,6.69150521609538,15.263785394932937,14.810730253353205
Kensington-Cedar Cottage,2006,6.530477759472817,15.093904448105437,14.84843492586491
Kensington-Cedar Cottage,2007,6.547511312217194,15.294117647058824,15.115384615384615
Kensington-Cedar Cottage,2008,6.622828784119107,15.307692307692308,14.240694789081886
Kensington-Cedar Cottage,2009,6.12037037037037,14.92824074074074,15.222222222222221
Kensington-Cedar Cottage,2010,6.178294573643411,14.4031007751938,14.575581395348838
Kensington-Cedar Cottage,2011,6.056265984654732,15.278772378516624,13.959079283887467
Kensington-Cedar Cottage,2012,6.777448071216617,14.584569732937686,14.246290801186944
Kensington-Cedar Cottage,2013,6.98252427184466,15.753398058252428,14.533980582524272
Kensington-Cedar Cottage,2014,6.651119402985074,14.936567164179104,14.707089552238806
Kensington-Cedar Cottage,2015,6.614432989690721,15.82680412371134,14.315463917525774
Kensington-Cedar Cottage,2016,6.092250922509225,15.191881918819188,14.673431734317344
Kensington-Cedar Cottage,2017,7.1098901098901095,15.127472527472527,15.116483516483516
Kerrisdale,2003,6.704081632653061,14.581632653061224,14.510204081632653
Kerrisdale,2004,8.005347593582888,15.83957219251337,14.470588235294118
Kerrisdale,2005,5.156593406593407,14.445054945054945,15.582417582417582
Kerrisdale,2006,5.85171102661597,15.520912547528518,14.201520912547528
Kerrisdale,2007,6.3493150684931505,15.73972602739726,13.308219178082192
Kerrisdale,2008,7.009615384615385,14.64423076923077,13.798076923076923
Kerrisdale,2009,6.043478260869565,14.96376811594203,14.673913043478262
Kerrisdale,2010,6.622950819672131,14.655737704918034,14.78688524590164
Kerrisdale,2011,7.028248587570621,15.531073446327683,14.016949152542374
Kerrisdale,2012,6.850220264317181,15.806167400881057,14.669603524229075
Kerrisdale,2013,7.2439024390243905,16.414634146341463,13.235772357723578
Kerrisdale,2014,6.614285714285714,14.585714285714285,13.321428571428571
Kerrisdale,2015,7.161458333333333,15.984375,13.859375
Kerrisdale,2016,6.251396648044692,15.687150837988828,14.865921787709498
Kerrisdale,2017,7.433566433566433,16.09090909090909,15.664335664335665
Killarney,2003,6.837370242214533,16.519031141868513,15.193771626297577
Killarney,2004,7.219277108433735,14.578313253012048,14.556626506024097
Killarney,2005,7.336384439359268,15.62700228832952,14.924485125858123
Killarney,2006,6.754569190600522,13.942558746736292,15.203655352480418
Killarney,2007,6.268571428571429,16.014285714285716,14.36
Killarney,2008,7.0,16.055,14.92
Killarney,2009,6.552238805970149,15.287313432835822,14.317164179104477
Killarney,2010,6.48015873015873,15.630952380952381,14.952380952380953
Killarney,2011,6.048275862068966,15.510344827586207,14.558620689655172
Killarney,2012,6.888888888888889,15.850694444444445,15.381944444444445
Killarney,2013,6.097087378640777,15.893203883495145,14.941747572815533
Killarney,2014,7.660633484162896,14.891402714932127,15.063348416289593
Killarney,2015,6.858870967741935,16.06048387096774,14.59274193548387
Killarney,2016,6.242268041237113,16.175257731958762,14.381443298969073
Killarney,2017,7.285714285714286,16.649350649350648,15.25108225108225
Kitsilano,2003,6.205510907003444,15.120551090700344,14.864523536165327
Kitsilano,2004,6.648190045248869,15.266968325791856,15.19683257918552
Kitsilano,2005,6.101570680628273,15.29109947643979,14.899476439790575
Kitsilano,2006,7.030338389731622,14.941656942823805,15.197199533255542
Kitsilano,2007,6.0852713178294575,16.333333333333332,15.003875968992247
Kitsilano,2008,6.629707112970712,13.832635983263598,15.02510460251046
Kitsilano,2009,6.304878048780488,14.954703832752614,15.257839721254355
Kitsilano,2010,6.642082429501085,15.286334056399133,14.464208242950109
Kitsilano,2011,6.797979797979798,15.848484848484848,14.446969696969697
Kitsilano,2012,6.857446808510638,15.438297872340426,14.563829787234043
Kitsilano,2013,6.916049382716049,15.651851851851852,14.51358024691358
Kitsilano,2014,6.807766990291262,15.124271844660194,14.968932038834952
Kitsilano,2015,6.723518850987433,15.217235188509875,14.545780969479354
Kitsilano,2016,6.359165424739195,14.839046199701938,14.918032786885245
Kitsilano,2017,6.875207986688852,14.95008319467554,15.246256239600665
Marpole,2003,6.258883248730965,15.560913705583756,14.119289340101522
Marpole,2004,6.9424307036247335,16.01279317697228,14.270788912579958
Marpole,2005,5.743970315398887,16.224489795918366,14.855287569573283
Marpole,2006,6.003039513677812,14.872340425531915,14.814589665653495
Marpole,2007,6.435714285714286,14.775,14.15
Marpole,2008,6.528888888888889,16.871111111111112,14.124444444444444
Marpole,2009,5.7272727272727275,15.877272727272727,14.690909090909091
Marpole,2010,5.868020304568528,15.131979695431472,14.106598984771574
Marpole,2011,6.555555555555555,16.380116959064328,13.830409356725147
Marpole,2012,5.902834008097166,16.004048582995953,14.793522267206479
Marpole,2013,7.1342592592592595,14.75925925925926,13.837962962962964
Marpole,2014,7.275193798449612,14.906976744186046,13.51937984496124
Marpole,2015,6.7370517928286855,15.745019920318725,14.50199203187251
Marpole,2016,5.988095238095238,14.904761904761905,14.626984126984127
Marpole,2017,7.648464163822526,15.303754266211604,13.976109215017065
Mount Pleasant,2003,6.888888888888889,14.801742919389978,14.154684095860567
Mount Pleasant,2004,6.839773798303487,15.497643732327992,14.585296889726672
Mount Pleasant,2005,6.130753138075314,15.069037656903765,14.450836820083682
Mount Pleasant,2006,6.223107569721115,14.640106241699867,14.867197875166003
Mount Pleasant,2007,6.559176672384219,15.849056603773585,14.11663807890223
Mount Pleasant,2008,7.286089238845144,14.774278215223097,14.63254593175853
Mount Pleasant,2009,5.979035639412998,15.819706498951781,14.729559748427674
Mount Pleasant,2010,6.73536299765808,16.234192037470727,14.370023419203747
Mount Pleasant,2011,6.327102803738318,15.427570093457945,14.17056074766355
Mount Pleasant,2012,6.517412935323383,15.694029850746269,14.422885572139304
Mount Pleasant,2013,7.213302752293578,15.582568807339449,14.885321100917432
Mount Pleasant,2014,7.195195195195195,15.454954954954955,14.465465465465465
Mount Pleasant,2015,6.83661119515885,15.30105900151286,14.43267776096823
Mount Pleasant,2016,6.52014652014652,14.54090354090354,14.493284493284493
Mount Pleasant,2017,7.269028871391076,15.417322834645669,14.401574803149606
Musqueam,2003,4.428571428571429,16.142857142857142,12.5
Musqueam,2004,8.583333333333334,15.8125,14.520833333333334
Musqueam,2005,4.303030303030303,15.787878787878787,14.575757575757576
Musqueam,2006,5.409090909090909,12.909090909090908,15.681818181818182
Musqueam,2007,5.666666666666667,15.777777777777779,15.11111111111111
Musqueam,2008,9.4,19.4,14.6
Musqueam,2009,7.2,17.6,15.6
Musqueam,2010,8.8,22.2,13.3
Musqueam,2011,6.142857142857143,19.0,6.714285714285714
Musqueam,2012,4.761904761904762,13.857142857142858,17.61904761904762
Musqueam,2013,6.0,18.153846153846153,12.76923076923077
Musqueam,2014,7.0,17.0,9.0
Musqueam,2015,6.642857142857143,15.857142857142858,16.5
Musqueam,2016,5.0,16.571428571428573,14.571428571428571
Musqueam,2017,9.666666666666666,11.333333333333334,15.5
Oakridge,2003,6.078313253012048,14.397590361445783,14.018072289156626
Oakridge,2004,7.28193832599119,15.14977973568282,14.964757709251101
Oakridge,2005,5.947565543071161,14.176029962546817,15.00374531835206
Oakridge,2006,4.815384615384615,13.338461538461539,14.461538461538462
Oakridge,2007,5.389380530973451,14.47787610619469,13.938053097345133
Oakridge,2008,7.017857142857143,14.642857142857142,14.473214285714286
Oakridge,2009,6.353982300884955,17.43362831858407,14.654867256637168
Oakridge,2010,6.23489932885906,14.516778523489933,15.073825503355705
Oakridge,2011,6.617886178861789,15.528455284552846,14.829268292682928
Oakridge,2012,7.23125,16.0125,14.71875
Oakridge,2013,7.319327731092437,13.159663865546218,13.865546218487395
Oakridge,2014,6.864197530864198,14.814814814814815,14.314814814814815
Oakridge,2015,7.425,15.91875,15.20625
Oakridge,2016,6.291390728476821,14.688741721854305,14.42384105960265
Oakridge,2017,6.340425531914893,16.76595744680851,15.27659574468085
Renfrew-Collingwood,2003,6.712698412698413,16.17142857142857,14.36984126984127
Renfrew-Collingwood,2004,6.532879818594104,14.935374149659864,15.131519274376418
Renfrew-Collingwood,2005,7.374874371859296,15.645226130653267,14.294472361809046
Renfrew-Collingwood,2006,6.7728310502283104,14.785388127853881,14.455479452054794
Renfrew-Collingwood,2007,6.1506849315068495,14.777397260273972,14.604452054794521
Renfrew-Collingwood,2008,6.551378446115288,15.338345864661655,14.731829573934837
Renfrew-Collingwood,2009,6.954741379310345,16.314655172413794,13.431034482758621
Renfrew-Collingwood,2010,6.740112994350283,15.47080979284369,14.459510357815443
Renfrew-Collingwood,2011,6.054347826086956,14.733695652173912,14.195652173913043
Renfrew-Collingwood,2012,6.543893129770993,15.064885496183207,14.437022900763358
Renfrew-Collingwood,2013,6.863414634146341,15.1,14.614634146341464
Renfrew-Collingwood,2014,7.146435452793834,15.321772639691714,13.845857418111754
Renfrew-Collingwood,2015,7.210191082802548,15.59660297239915,14.375796178343949
Renfrew-Collingwood,2016,6.296127562642369,15.257403189066059,15.020501138952165
Renfrew-Collingwood,2017,7.522486772486772,15.691798941798941,14.695767195767196
Riley Park,2003,6.383783783783784,15.445945945945946,14.775675675675675
Riley Park,2004,6.825641025641025,15.9,14.371794871794872
Riley Park,2005,6.610169491525424,15.341807909604519,14.8954802259887
Riley Park,2006,6.195439739413681,14.912052117263844,14.850162866449512
Riley Park,2007,6.200892857142857,14.776785714285714,13.90625
Riley Park,2008,7.444444444444445,15.170634920634921,15.492063492063492
Riley Park,2009,6.497674418604651,14.674418604651162,14.804651162790698
Riley Park,2010,7.415929203539823,14.044247787610619,14.146017699115044
Riley Park,2011,6.947115384615385,15.399038461538462,15.245192307692308
Riley Park,2012,6.741935483870968,14.90725806451613,14.778225806451612
Riley Park,2013,6.619631901840491,14.88036809815951,13.843558282208589
Riley Park,2014,6.407894736842105,15.43421052631579,14.476973684210526
Riley Park,2015,6.8841059602649,14.5,15.245033112582782
Riley Park,2016,5.903141361256544,15.361256544502618,15.405759162303665
Riley Park,2017,7.131736526946108,15.0,15.047904191616766
Shaughnessy,2003,7.067669172932331,15.436090225563909,14.706766917293233
Shaughnessy,2004,7.278787878787878,15.515151515151516,15.084848484848484
Shaughnessy,2005,5.78391959798995,14.331658291457286,15.21105527638191
Shaughnessy,2006,5.465116279069767,14.116279069767442,15.523255813953488
Shaughnessy,2007,6.913043478260869,17.032608695652176,14.543478260869565
Shaughnessy,2008,6.752808988764045,13.247191011235955,15.292134831460674
Shaughnessy,2009,6.304878048780488,16.817073170731707,13.926829268292684
Shaughnessy,2010,6.064102564102564,15.435897435897436,14.384615384615385
Shaughnessy,2011,7.067669172932331,15.406015037593985,14.68421052631579
Shaughnessy,2012,6.359154929577465,15.767605633802816,15.077464788732394
Shaughnessy,2013,6.353982300884955,14.752212389380531,15.212389380530974
Shaughnessy,2014,6.634146341463414,15.699186991869919,14.260162601626016
Shaughnessy,2015,7.184210526315789,16.04385964912281,14.342105263157896
Shaughnessy,2016,5.659863945578231,16.8843537414966,14.54421768707483
Shaughnessy,2017,6.9245283018867925,15.018867924528301,12.89308176100629
South Cambie,2003,6.806666666666667,14.506666666666666,14.366666666666667
South Cambie,2004,6.844594594594595,14.804054054054054,14.858108108108109
South Cambie,2005,5.769736842105263,16.105263157894736,15.664473684210526
South Cambie,2006,6.086206896551724,14.35344827586207,14.801724137931034
South Cambie,2007,6.384615384615385,16.76923076923077,15.323076923076924
South Cambie,2008,7.094594594594595,12.405405405405405,14.85135135135135
South Cambie,2009,6.405063291139241,16.063291139240505,15.518987341772151
South Cambie,2010,7.933333333333334,17.253333333333334,15.986666666666666
South Cambie,2011,6.584615384615384,14.4,15.061538461538461
South Cambie,2012,7.650602409638554,16.879518072289155,13.53012048192771
South Cambie,2013,6.795180722891566,13.759036144578314,13.44578313253012
South Cambie,2014,6.712328767123288,16.534246575342465,14.349315068493151
South Cambie,2015,7.246031746031746,14.936507936507937,13.53968253968254
South Cambie,2016,5.803738317757009,14.822429906542055,13.102803738317757
South Cambie,2017,6.953125,14.1640625,15.6015625
Stanley Park,2003,7.026086956521739,16.37391304347826,13.718840579710145
Stanley Park,2004,6.936619718309859,15.904929577464788,14.57394366197183
Stanley Park,2005,6.693069306930693,16.198019801980198,14.316831683168317
Stanley Park,2006,5.5353159851301115,15.676579925650557,13.843866171003718
Stanley Park,2007,7.12565445026178,16.858638743455497,13.581151832460733
Stanley Park,2008,6.330357142857143,15.205357142857142,13.316964285714286
Stanley Park,2009,5.868544600938967,15.04225352112676,13.23943661971831
Stanley Park,2010,5.966887417218543,15.6158940397351,13.2317880794702
Stanley Park,2011,7.094017094017094,15.068376068376068,13.555555555555555
Stanley Park,2012,7.485915492957746,15.549295774647888,13.0
Stanley Park,2013,7.057777777777778,15.417777777777777,13.533333333333333
Stanley Park,2014,5.6689655172413795,16.23448275862069,13.551724137931034
Stanley Park,2015,6.712,16.0,14.288
Stanley Park,2016,5.379310344827586,15.379310344827585,13.310344827586206
Stanley Park,2017,6.583333333333333,16.364583333333332,14.34375
Strathcona,2003,6.972779369627507,15.336676217765042,13.677650429799426
Strathcona,2004,6.928263988522239,15.952654232424678,13.469153515064562
Strathcona,2005,6.170058139534884,15.324127906976743,13.241279069767442
Strathcona,2006,6.338858195211786,15.32596685082873,13.642725598526704
Strathcona,2007,6.410488245931284,15.933092224231464,13.670886075949367
Strathcona,2008,6.6571428571428575,15.571428571428571,13.767032967032968
Strathcona,2009,5.953333333333333,15.226666666666667,13.444444444444445
Strathcona,2010,6.994475138121547,16.406077348066297,13.599447513812155
Strathcona,2011,6.740331491712707,15.035911602209945,13.709944751381215
Strathcona,2012,6.427745664739884,14.869942196531792,14.164739884393063
Strathcona,2013,6.905594405594406,15.587412587412587,14.44055944055944
Strathcona,2014,7.135983263598327,15.476987447698745,13.391213389121338
Strathcona,2015,6.533769063180828,15.997821350762527,13.925925925925926
Strathcona,2016,6.5915080527086385,15.890190336749633,13.963396778916545
Strathcona,2017,7.440828402366864,14.970414201183432,13.643491124260356
Sunset,2003,6.6640625,15.8265625,14.2359375
Sunset,2004,5.998144712430427,14.22634508348794,15.161410018552875
Sunset,2005,6.720430107526882,16.39426523297491,14.340501792114695
Sunset,2006,5.96763202725724,15.551959114139693,14.836456558773424
Sunset,2007,6.682758620689655,15.940229885057471,14.344827586206897
Sunset,2008,5.951127819548872,14.413533834586467,15.026315789473685
Sunset,2009,7.089219330855019,16.356877323420075,15.174721189591079
Sunset,2010,6.509868421052632,14.819078947368421,14.391447368421053
Sunset,2011,6.3408071748878925,15.188340807174887,14.493273542600896
Sunset,2012,7.07942238267148,15.754512635379061,14.212996389891696
Sunset,2013,6.505836575875486,15.95330739299611,14.439688715953308
Sunset,2014,6.294392523364486,14.97196261682243,14.392523364485982
Sunset,2015,7.4534412955465585,16.530364372469634,13.979757085020243
Sunset,2016,6.347368421052631,14.294736842105262,14.575438596491228
Sunset,2017,7.430463576158941,15.718543046357615,14.466887417218542
Victoria-Fraserview,2003,6.842900302114804,15.202416918429003,13.88821752265861
Victoria-Fraserview,2004,6.576388888888889,15.583333333333334,14.652777777777779
Victoria-Fraserview,2005,6.558265582655826,15.289972899728998,14.509485094850948
Victoria-Fraserview,2006,6.097222222222222,14.711805555555555,14.70486111111111
Victoria-Fraserview,2007,6.030150753768845,16.728643216080403,14.522613065326633
Victoria-Fraserview,2008,6.910179640718563,15.221556886227544,14.221556886227544
Victoria-Fraserview,2009,6.506172839506172,16.358024691358025,14.012345679012345
Victoria-Fraserview,2010,6.882978723404255,17.095744680851062,14.23936170212766
Victoria-Fraserview,2011,5.219387755102041,15.392857142857142,14.816326530612244
Victoria-Fraserview,2012,6.341040462427745,14.832369942196532,13.283236994219653
Victoria-Fraserview,2013,6.149700598802395,14.952095808383234,14.736526946107784
Victoria-Fraserview,2014,6.093023255813954,15.924418604651162,14.348837209302326
Victoria-Fraserview,2015,7.584821428571429,14.450892857142858,14.71875
Victoria-Fraserview,2016,6.780952380952381,15.095238095238095,15.233333333333333
Victoria-Fraserview,2017,7.078189300411522,15.419753086419753,14.065843621399177
West End,2003,6.225985844287159,15.269464105156723,14.970171890798786
West End,2004,6.538538040775734,15.059671805072103,15.035803083043263
West End,2005,6.2864044168392,15.646652864044169,15.11456176673568
West End,2006,6.512803676953381,15.177938279711096,15.233092580433356
West End,2007,5.9861818181818185,15.239272727272727,14.781818181818181
West End,2008,6.455255681818182,14.838778409090908,15.292613636363637
West End,2009,6.389380530973451,15.177974434611603,15.031465093411995
West End,2010,6.253886010362694,15.27461139896373,14.911917098445596
West End,2011,6.795069337442219,15.503852080123266,14.331278890600924
West End,2012,6.416118421052632,15.138157894736842,14.748355263157896
West End,2013,7.293733681462141,14.800261096605745,14.389033942558747
West End,2014,6.993055555555555,15.938657407407407,14.747685185185185
West End,2015,6.69283276450512,14.914675767918089,14.409556313993175
West End,2016,6.075559701492537,15.553171641791044,13.958022388059701
West End,2017,6.938488576449912,14.576449912126538,14.584358523725834
West Point Grey,2003,6.598726114649682,13.707006369426752,14.955414012738853
West Point Grey,2004,7.163346613545817,14.310756972111554,15.258964143426295
West Point Grey,2005,5.226244343891403,16.262443438914026,14.723981900452488
West Point Grey,2006,6.5793103448275865,14.16551724137931,16.372413793103448
West Point Grey,2007,6.192,15.088,15.08
West Point Grey,2008,6.481481481481482,14.320987654320987,14.814814814814815
West Point Grey,2009,5.4789915966386555,16.100840336134453,14.941176470588236
West Point Grey,2010,7.512396694214876,16.388429752066116,14.561983471074381
West Point Grey,2011,7.0576923076923075,14.971153846153847,14.461538461538462
West Point Grey,2012,6.777777777777778,17.064814814814813,15.63888888888889
West Point Grey,2013,7.8431372549019605,16.980392156862745,13.127450980392156
West Point Grey,2014,7.181818181818182,16.01818181818182,14.9
West Point Grey,2015,7.290076335877862,16.427480916030536,14.236641221374045
West Point Grey,2016,6.484615384615385,13.638461538461538,14.361538461538462
West Point Grey,2017,6.7218045112781954,15.18796992481203,14.12781954887218
